,asin,productTitle,primaryCategory,secondaryCategory,brand,price,itemModelNumber,imageURLHighRes,ranking,productDimensions,shippingWeight,domesticShipping,internationalShipping,discontinuedByManufacturer,batteries
1670,B00U1PTHEO,Geller Crme Glaze Deluxe Eyeshadow Palette,Beauty & Personal Care,Luxury Beauty,Laura,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,119,041",,5.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1671,B00FPORVRQ,Stemcell Super-food Kit,Beauty & Personal Care,Luxury Beauty,Rodial,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"951,065",,1.2 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1672,B004XBDPN6,"Hair Building Shampoo, 8.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,TOPPIK,16.95,TSH3,"['https://images-na.ssl-images-amazon.com/images/I/41UZKGPf0IL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31OTzosbEnL.jpg']","19,534",1.8 x 1.8 x 6.8 inches,2.9 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1673,B001DK9QXI,"Potion 9 Lite, 5.1 oz.",Beauty & Personal Care,Luxury Beauty,Sebastian,,0070018000897,"['https://images-na.ssl-images-amazon.com/images/I/31j3hoaX70L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510Hf3wQMeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sDpsKJZjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NRvuGDJNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2Blk8xQVyL.jpg']","274,062",6.6 x 1.8 x 1.7 inches ; 5.9 ounces,6.4 ounces,,,,
1674,B000UPFYO2,"Mitchell Straight Works Smoothing Styler,6.8 Fl Oz",Beauty & Personal Care,Luxury Beauty,Paul,19.00,0009531112909,"['https://images-na.ssl-images-amazon.com/images/I/31TlHVLNr2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HqLpyfjwL.jpg']","25,460",3 x 1.8 x 7.1 inches ; 8 ounces,9.1 ounces,,,,
1675,B00U7EYVSG,"Precious Desert Oils, 3.4 Fl Oz",Beauty & Personal Care,Luxury Beauty,AHAVA,42.00,86915065,['https://images-na.ssl-images-amazon.com/images/I/31fGeEa8zvL.jpg'],"362,206",2 x 2 x 6.5 inches ; 9.6 ounces,12.6 ounces,,,,
1676,B001GAOVJE,"Immortelle Brightening Cleansing Foam, 5.1 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://images-na.ssl-images-amazon.com/images/I/418DRvuTe1L.jpg'],"928,377",6 x 5 x 4 inches ; 8 ounces,8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1677,B00QJXP5RU,"Nail Polish, Thea, 0.5 Fluid Ounce",Beauty & Personal Care,Luxury Beauty,ZOYA,10.00,ZP767,"['https://images-na.ssl-images-amazon.com/images/I/41IDOpqEOkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WEig5EQqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51n0awoGC-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/519bZe2XvGL.jpg']","586,143",3 x 1.2 x 2 inches,2.1 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1678,B009GFVHBG,"Liberata Rich Face Tinted Self Tan Lotion, 3.38 fl. oz.",Beauty & Personal Care,Luxury Beauty,Vita,,WR108,"['https://images-na.ssl-images-amazon.com/images/I/31IT9PfujQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31T8ZAQB9oL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qKoq1jlmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dfMeWqzVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sCNN0PyQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/413rRJiolbL.jpg']","624,391",6.5 x 2 x 1.8 inches ; 3.36 ounces,4.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1679,B00N2JO05C,Black All Over Body Set - Limited Edition Holiday Set,Beauty & Personal Care,Luxury Beauty,Jack,,,"['https://images-na.ssl-images-amazon.com/images/I/512Aic2%2BGmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517Kd2JNYjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dFtDFst%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41c96oOsL5L.jpg']","656,178",9.5 x 3.2 x 1 inches ; 4.2 ounces,1.4 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1680,B006YXZXR2,LONDON Nail Lacquer,Beauty & Personal Care,Luxury Beauty,butter,,BUTTER-2876,"['https://images-na.ssl-images-amazon.com/images/I/41uYMar-CyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PN4sxzNRL.jpg']","829,470",1 x 0.5 x 2.5 inches ; 0.32 ounces,2.9 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1681,B001FE2HO2,"Crabtree  Evelyn Cologne, West Indian Lime, 3.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,,,79966-1,"['https://images-na.ssl-images-amazon.com/images/I/410JEjU272L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31366hkBzrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31zQaVDcCzL.jpg']","442,184",3 x 5.3 x 1.6 inches ; 10.6 ounces,11.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1682,B00H10IG7Q,After Sun 16.7 fl oz,Beauty & Personal Care,Luxury Beauty,Photoderm,24.90,3401353690004,"['https://images-na.ssl-images-amazon.com/images/I/61GEWevQWrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nP-Hf-NrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hBeTE3gML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515tMV2P7JL.jpg']","569,182",2.8 x 2.8 x 8.3 inches ; 1.1 pounds,1.2 pounds,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1683,B005LBJHHK,"Travel Sized Solar Oil Cuticle Conditioner, 0.12 Fl Oz",Beauty & Personal Care,Luxury Beauty,CND,49.95,Cnditsecond11,['https://images-na.ssl-images-amazon.com/images/I/41xBq2r%2BMJL.jpg'],"346,918",,0.6 ounces,,,,
1684,B00203MPJY,Conditioner for Beautiful Color,Beauty & Personal Care,Luxury Beauty,ORIBE,48.00,COCBC68ZRED21,"['https://images-na.ssl-images-amazon.com/images/I/31E1Aqo92cL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JsPqhK2SL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qpFKzRwlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Bgti4tbvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31zusqbCChL.jpg']","3,643",1.7 x 2.9 x 6 inches,9.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,Yes
1685,B00BB0B1II,"Reviving Red Reflective Conditioner for Red and Copper Color Treated Hair, 8.5 Fl Oz",Beauty & Personal Care,Luxury Beauty,Pureology,29.50,884486116246,"['https://images-na.ssl-images-amazon.com/images/I/41bphh5pJwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Ox%2BO6xDgL.jpg']","20,911",7.1 x 2.5 x 7 inches,10.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1686,B000X16XTI,"All Purpose Facial Moisturizer, 2.5 oz.",Beauty & Personal Care,Luxury Beauty,Anthony,30.00,All Purpose Facial Moisturizer,['https://images-na.ssl-images-amazon.com/images/I/31mWfWQWRRL.jpg'],"364,094",2 x 2 x 5.2 inches ; 3.52 ounces,3.5 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1687,B00M6CYA6A,"Evelyn Little Luxuries, English Honey and Peach Blossom",Beauty & Personal Care,Luxury Beauty,Crabtree,,,"['https://images-na.ssl-images-amazon.com/images/I/51m%2BtsFtqyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21Y-htGu4ZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xnHMRjfqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31b8lUyxYPL.jpg']","1,145,490",7.2 x 5.9 x 2.1 inches ; 6.4 ounces,6.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1688,B001G60FBG,"Rice Foaming Cleanser, 6.7 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,671,179",6 x 5 x 4 inches ; 1.28 ounces,8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1689,B015NW2D0E,of California Pomade Mixer Kit,Beauty & Personal Care,Luxury Beauty,Baxter,,,"['https://images-na.ssl-images-amazon.com/images/I/41WTsNJtTDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YdBywWGtL.jpg']","411,498",7.4 x 5.6 x 1.8 inches ; 2.08 ounces,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1690,B00L5FZIJC,"Neoptide Women's Hair Lotion, 3 Spray Bottles, 30ml each",Beauty & Personal Care,Luxury Beauty,Ducray,97.00,C36576,"['https://images-na.ssl-images-amazon.com/images/I/51rHF7oFmhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61ijOGlH8fL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21BcW32VarL.jpg']","95,507",1.9 x 1.9 x 6.6 inches ; 5.1 ounces,5.6 ounces,,,,
1691,B01BY3T5EI,LONDON Shadow Clutch Eye Shadow Palette,Beauty & Personal Care,Luxury Beauty,butter,,31272,"['https://images-na.ssl-images-amazon.com/images/I/41Il-OpmRuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Ongo00IoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512IuamCdHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zjnRS-AxL.jpg']","654,374",0.9 x 4.6 x 3.2 inches ; 7 ounces,4.8 ounces,,,,
1692,B00NZ94YG4,LONDON Pantone Color of the Year Plush Rush Lipgloss,Beauty & Personal Care,Luxury Beauty,butter,20.00,qttoshiba353412clong1108,"['https://images-na.ssl-images-amazon.com/images/I/21oH601RICL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/215BRaPw2dL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GnnYgfAlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21qjj0NyXOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21fzoD2f2aL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PzjCTxxGL.jpg']","306,390",0.9 x 0.9 x 6 inches,0.8 ounces,,,,
1693,B00V6R3ODQ,"Laundry Cambridge Knight Eau de Parfum, 1.7 oz.",Beauty & Personal Care,Luxury Beauty,English,,,"['https://images-na.ssl-images-amazon.com/images/I/519XMxLGUDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HBIH1klcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/314dWTclNJL.jpg']","697,869",5 x 4.3 x 3 inches ; 1.76 ounces,13.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1694,B00021DEY6,Blush,Beauty & Personal Care,Luxury Beauty,Cargo,26.00,BL-01,"['https://images-na.ssl-images-amazon.com/images/I/51G6fGdXOQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516TxPkqg1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3172X%2BYaXfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TeFDQq8TL.jpg']","281,140",0.9 x 2.5 x 2.5 inches ; 1.58 pounds,1.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1695,B00D0NL166,"Stay All Day 10-in-1 HD Illuminating Beauty Balm with SPF 30, 1.3 fl. oz.",Beauty & Personal Care,Luxury Beauty,stila,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,246,078",,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1696,B00CG6DP7Q,"Brown Kumudu Volumising Conditioner, 10 fl.oz.",Beauty & Personal Care,Luxury Beauty,Molton,,,"['https://images-na.ssl-images-amazon.com/images/I/31JaML2PSBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31UzuRufmZL.jpg']","458,890",6.8 x 2 x 2 inches ; 11.4 ounces,11.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1697,B012H6BWG0,Professional Weightless Moisture Dry Oil Mist,Beauty & Personal Care,Luxury Beauty,Macadamia,31.96,MAM300205,"['https://images-na.ssl-images-amazon.com/images/I/41ZbLRqdX2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31iOOjAXZcL.jpg']","367,346",1.7 x 1.7 x 7.7 inches,0.3 ounces,,,,
1698,B005I4WAFQ,"Organic Hand Purifying Gel, Lavender, 1.7 oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,,3253581207055,['https://images-na.ssl-images-amazon.com/images/I/41V407j5gYL.jpg'],"839,561",2.1 x 1.3 x 4.6 inches ; 1.72 pounds,4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1699,B00H56KBHE,AWAKEN trio Therapeutic Shampoo 10 fl oz Therapeutic Conditioner 6 oz Awaken Therapeutic Treatment 2 fl oz.,Beauty & Personal Care,Luxury Beauty,Surface,72.78,,"['https://images-na.ssl-images-amazon.com/images/I/41MibCNJDNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IWefibcIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AIRIhN1AL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41WL36KIwsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PEV7uuXHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OIzWoy80L.jpg']","31,143",8.5 x 3.1 x 1.4 inches ; 1.4 pounds,1.4 pounds,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1700,B000O7PH34,Thermale Av&egrave;ne Thermal Spring Water,Beauty & Personal Care,Luxury Beauty,Eau,9.00,,"['https://images-na.ssl-images-amazon.com/images/I/413ioje5drL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31k3OcUcTKL.jpg']","7,883",1.5 x 4 x 4 inches ; 2 pounds,2.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1701,B00J7HC5YQ,Restorative Nighttime Bio-Therapy,Beauty & Personal Care,Luxury Beauty,Replenix,57.40,895,['https://images-na.ssl-images-amazon.com/images/I/51jhErq3AIL.jpg'],"31,894",3 x 3.2 x 3 inches,4.8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1702,B000UERJU0,- Aroma-Vaillance Enrichie Nourishing Deep Wrinkle Cream (Dry and Very Dry Skin)- 1.7 oz.,Beauty & Personal Care,Luxury Beauty,Nuxe,,,"['https://images-na.ssl-images-amazon.com/images/I/51HRU1O6kUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61asQKvdbEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Dg6JuLO9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31uylTXzUeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61LNBQmMG1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61gc-dlnt3L.jpg']","1,377,715",6 x 4 x 4 inches ; 1.76 ounces,1.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,Yes
1703,B01EX6Z02O,"Sun Lightening Spray with Chamomile  Honey, Natural Controlled Highlights, Paraben, Hydrogen Peroxide, Ammonia, Sulfate Free, 4.2 oz.",Beauty & Personal Care,Luxury Beauty,Klorane,18.00,68692,['https://via.placeholder.com/250?text=Image+Not+Available'],"37,728",1.5 x 1.5 x 6.9 inches ; 4.2 ounces,4.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1704,B000684H46,"Mandelac Moisturizing Serum Ampoules, 0.07 oz.",Beauty & Personal Care,Luxury Beauty,Sesderma,,Mandelac Serum Ampollas 5 X 2 Ml,"['https://images-na.ssl-images-amazon.com/images/I/519f0H2nArL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HGoSO5L0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310XN%2B%2B2ftL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31o01Lvk1hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BL3vf1GZL.jpg']","875,216",3.9 x 1.2 x 3.9 inches,0.3 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1705,B002D48QUW,"Thermale Av&egrave;ne Av&egrave;ne Thermal Spring Water Gel, 1.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,Eau,,,"['https://images-na.ssl-images-amazon.com/images/I/41d7NSbhLdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51D48uhPJOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5134lBmazXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21Z5iRYaPmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412zAk8pW9L.jpg']","697,974",2.6 x 1 x 4 inches ; 0.48 ounces,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1706,B00BBJIEQG,Inhibition 12 wonders 4.7 oz,Beauty & Personal Care,Luxury Beauty,No,22.00,,"['https://images-na.ssl-images-amazon.com/images/I/41CNSf-OfTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31mGqJ3aQ9L.jpg']","92,464",6.6 x 2.2 x 6.6 inches ; 8.2 ounces,8.2 ounces,,,,
1707,B000X1JHGE,B Four Step Hair and Scalp Treatment Set with Classic Formula Conditioner,Beauty & Personal Care,Luxury Beauty,PHILIP,94.00,08CF,"['https://images-na.ssl-images-amazon.com/images/I/51kvE25C7hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jCCJwwGPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51BtbjyHajL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31jpU0a-7hL.jpg']","753,609",1.7 x 9 x 7 inches ; 1.22 pounds,1.4 pounds,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,Yes
1708,B0038CS02W,"Roche-Posay Redermic C Pure Vitamin C Eye Cream, 0.5 Fl. Oz.",Beauty & Personal Care,Luxury Beauty,La,44.99,M54794,"['https://images-na.ssl-images-amazon.com/images/I/31mWdBr-YAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41CQ-hRJNNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21%2BYhFoo6kL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ylYYDGZOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21N1QFeUdnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bvO5Vzm3L.jpg']","14,662",1.6 x 1.1 x 5.2 inches ; 1.92 ounces,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1709,B019WCNJ9K,Geller Strawberry Swirl Collection - Fair,Beauty & Personal Care,Luxury Beauty,Laura,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,315,648",,0.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,1.12 ounces,
1710,B000HX4IT4,2-Step Starter Kit,Beauty & Personal Care,Luxury Beauty,Cellex-C,94.00,SSK-CC-001,['https://images-na.ssl-images-amazon.com/images/I/3131jAVJXSL.jpg'],"303,134",1.1 x 1.1 x 3.2 inches ; 0.48 ounces,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1711,B000VWL9ZW,Geller New York Baked Marble Eye Shadow Starburst,Beauty & Personal Care,Luxury Beauty,Laura,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"857,268",,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
